valor,classe,dormitorios,banheiros,vagas_na_garagem,tipo_do_imovel,bairro,area_terreno,area_util,condominio,torres,portaria_hrs,elevador_social,suites,apartamento_por_andar,quantidade_de_andares,elevador_de_servico,salao_de_festa,iptu,lat,long,dist_centro
1500000.0,Casa,4.0,3.0,6.0,Padrão,jardim dos estados,495.0,,,,,,3.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
1500000.0,Casa,5.0,5.0,6.0,Padrão,jardim dos estados,,,,,,,1.0,,,,,250.0,-21.782685,-46.5596938,0.9218244817296424
320000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim country club,,66.73,100.0,,,1.0,1.0,,,,,,-21.78945135,-46.58977530336176,2.438972413884435
3500000.0,Casa,4.0,3.0,,Padrão,centro,500.0,,,,,,1.0,,,,,235.0,-21.7883799,-46.5661817,0.0
165000.0,Apartamento,2.0,1.0,1.0,Padrão,estancia pocos de caldas,,50.0,250.0,5.0,,1.0,,4.0,5.0,,,35.0,-21.804698899999998,-46.5035351,6.717694556272086
350000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim carolina,,70.0,100.0,1.0,,,1.0,2.0,2.0,,,79.1,-21.794779300000002,-46.5974593,3.306848124073044
250000.0,Apartamento,2.0,1.0,1.0,Padrão,santa angela,,,120.0,,,,,,,,,50.0,,,
320000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim quisisana,,,255.0,12.0,,,,,,,,56.32,-21.7976825,-46.5658718,1.0348966711130358
380000.0,Terreno,,,,Padrão,jardim dos estados,378.0,,,,,,,,,,,,-21.782685,-46.5596938,0.9218244817296424
800000.0,Casa,4.0,4.0,4.0,Padrão,sao benedito,300.0,,,,,,2.0,,,,,,-21.8558599,-46.5716661,7.524761037575668
300000.0,Apartamento,2.0,1.0,1.0,Padrão,residencial greenville,,,80.0,1.0,,,2.0,3.0,3.0,,,70.1,,,
300000.0,Apartamento,2.0,3.0,1.0,Padrão,residencial greenville,,80.0,120.0,1.0,,,2.0,3.0,3.0,,,80.0,,,
300000.0,Apartamento,2.0,3.0,1.0,Padrão,residencial greenville,,80.0,70.0,1.0,,,1.0,3.0,3.0,,,132.03,,,
300000.0,Apartamento,1.0,1.0,1.0,Padrão,sao benedito,,,420.0,,12.0,2.0,,2.0,12.0,,,65.0,-21.8558599,-46.5716661,7.524761037575668
140000.0,Terreno,,,,Padrão,estancia pocos de caldas,326.0,,,,,,,,,,,,-21.804698899999998,-46.5035351,6.717694556272086
135000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim paraiso,,50.0,215.0,,,,,,,,,,-21.8264647,-46.5570867,4.337679033804785
500000.0,Casa,2.0,2.0,3.0,Padrão,jardim bandeirantes,250.0,,,,,,1.0,,,,,,,,
320000.0,Apartamento,2.0,1.0,1.0,Padrão,centro,,55.0,220.0,3.0,,1.0,,4.0,12.0,,,,-21.7883799,-46.5661817,0.0
220000.0,Casa,2.0,1.0,2.0,Padrão,parque das nacoes,160.0,,,,,,,,,,,40.0,-21.8480868,-46.564505600000004,6.641358586583912
700000.0,Apartamento,3.0,2.0,2.0,Padrão,centro,,,270.0,,1.0,1.0,1.0,,,1.0,0.0,,-21.7883799,-46.5661817,0.0
220000.0,Apartamento,2.0,1.0,1.0,Padrão,estancia pocos de caldas,,50.0,200.0,5.0,12.0,1.0,,4.0,5.0,,,,-21.804698899999998,-46.5035351,6.717694556272086
460000.0,Apartamento,3.0,2.0,,Padrão,centro,,141.01,250.0,,,,1.0,1.0,3.0,,,140.0,-21.7883799,-46.5661817,0.0
295000.0,Apartamento,2.0,2.0,2.0,Padrão,jardim das azaleias,,70.0,90.0,,,,1.0,,,,,,-21.797121100000002,-46.5514677,1.8035207563177635
850000.0,Apartamento,3.0,2.0,1.0,Padrão,centro,,127.0,300.0,1.0,,1.0,1.0,3.0,11.0,2.0,,89.0,-21.7883799,-46.5661817,0.0
420000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim das hortencias,,96.83,100.0,1.0,,,1.0,4.0,4.0,,,,,,
600000.0,Apartamento,3.0,2.0,2.0,Padrão,centro,,145.0,460.0,1.0,,1.0,1.0,2.0,6.0,,,111.0,-21.7883799,-46.5661817,0.0
1080000.0,Casa,2.0,4.0,4.0,Padrão,nossa senhora aparecida,,,,,,,1.0,,,,,,-21.7858401,-46.5545552,1.2332336990232995
380000.0,Apartamento,1.0,1.0,1.0,Padrão,centro,,59.59,326.0,,,1.0,,,,1.0,,47.0,-21.7883799,-46.5661817,0.0
250000.0,Terreno,,,,Padrão,jardim kennedy,414.0,,,,,,,,,,,,,,
110000.0,Terreno,,,,Padrão,jardim itamaraty iii,180.0,,,,,,,,,,,,,,
600000.0,Casa,3.0,3.0,2.0,Casa em condomínio,belvedere,200.0,,300.0,18.0,,,1.0,,2.0,,,,,,
400000.0,Casa,2.0,3.0,2.0,Padrão,residencial morumbi,,,,,,,2.0,,,,,75.0,-21.807490100000003,-46.5797031,2.5424956557920604
550000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,80.0,150.0,,,1.0,1.0,2.0,9.0,,,,-21.782685,-46.5596938,0.9218244817296424
590000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim elvira dias,,115.0,550.0,1.0,24.0,1.0,1.0,2.0,14.0,1.0,0.0,,,,
590000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim elvira dias,,115.0,550.0,1.0,24.0,1.0,1.0,2.0,14.0,1.0,0.0,,,,
590000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim elvira dias,,115.0,550.0,1.0,24.0,1.0,1.0,2.0,14.0,1.0,0.0,,,,
700000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim cascatinha,,100.0,250.0,,,1.0,1.0,,,1.0,,,,,
300000.0,Casa,3.0,1.0,,Padrão,centro,375.0,,,,,,,,,,,,-21.7883799,-46.5661817,0.0
320000.0,Terreno,,,,Padrão,jardim dos estados,300.0,,,,,,,,,,,,-21.782685,-46.5596938,0.9218244817296424
1600000.0,Apartamento,4.0,6.0,3.0,Padrão,sao benedito,,289.09,840.0,1.0,24.0,2.0,4.0,2.0,15.0,1.0,0.0,348.53,-21.8558599,-46.5716661,7.524761037575668
300000.0,Apartamento,3.0,2.0,1.0,Padrão,santa angela,,88.96,50.0,1.0,,,1.0,4.0,3.0,,,,,,
250000.0,Apartamento,2.0,2.0,1.0,Padrão,santa maria,,,100.0,1.0,,,1.0,2.0,2.0,,,60.0,,,
500000.0,Terreno,,,,Padrão,bortolan,1907.98,,,,,,,,,,,,-21.800174050000006,-46.63251884294958,6.973539619752122
750000.0,Casa,3.0,4.0,2.0,Casa em condomínio,santa angela,,,520.0,,24.0,,2.0,,,,0.0,,,,
170000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,,50.0,240.0,3.0,24.0,1.0,,4.0,10.0,1.0,,,-21.78945135,-46.58977530336176,2.438972413884435
275000.0,Casa,3.0,1.0,2.0,Padrão,estancia sao jose,,,,,,,1.0,,,,,,-21.8002227,-46.517062599999996,5.239582340023408
600000.0,Casa,3.0,1.0,3.0,Padrão,jardim das azaleias,250.0,,,,,,1.0,,,,,,-21.797121100000002,-46.5514677,1.8035207563177635
800000.0,Casa,3.0,4.0,3.0,Padrão,jardim santa rosalia,300.0,,,,,,1.0,,,,,,,,
185000.0,Terreno,,,,Padrão,santa lucia,281.79,,,,,,,,,,,,-21.7962775,-46.547559,2.113814603008404
200000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,,50.0,240.0,3.0,24.0,1.0,,4.0,10.0,1.0,,,-21.78945135,-46.58977530336176,2.438972413884435
550000.0,Casa,3.0,2.0,3.0,Padrão,jardim das azaleias,300.0,,,,,,1.0,,,,,,-21.797121100000002,-46.5514677,1.8035207563177635
1300000.0,Casa,3.0,4.0,4.0,Padrão,sao geraldo,311.5,,,,,,2.0,,,,,,-21.8100858,-46.4768495,9.53354576066934
160000.0,Terreno,,,,Padrão,jardim sao jorge,342.0,,,,,,,,,,,,-21.804092,-46.5629957,1.7778021809445022
320000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim quisisana,,,150.0,1.0,,,1.0,2.0,4.0,,,,-21.7976825,-46.5658718,1.0348966711130358
650000.0,Casa,3.0,2.0,6.0,Padrão,parque primavera,350.0,,,,,,1.0,,,,,,-21.7907428,-46.55676029999999,1.0076223166131129
250000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,64.0,250.0,1.0,,1.0,,6.0,4.0,,,,-21.782685,-46.5596938,0.9218244817296424
1250000.0,Apartamento,3.0,4.0,2.0,Padrão,centro,,180.0,900.0,1.0,24.0,1.0,1.0,2.0,10.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
900000.0,Apartamento,4.0,3.0,2.0,Padrão,centro,,,1060.0,1.0,24.0,1.0,1.0,2.0,10.0,1.0,,,-21.7883799,-46.5661817,0.0
140000.0,Terreno,,,,Padrão,jardim bandeirantes,250.0,,,,,,,,,,,,,,
340000.0,Apartamento,2.0,2.0,1.0,Padrão,residencial paineiras,,75.0,100.0,,,,1.0,,,,,,-21.794341,-46.5932858,2.875904117081828
2200000.0,Casa,4.0,6.0,3.0,Padrão,jardim dos estados,470.0,,,,,,2.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
220000.0,Terreno,,,,Padrão,estancia sao jose,600.0,,,,,,,,,,,,-21.8002227,-46.517062599999996,5.239582340023408
550000.0,Casa,3.0,3.0,6.0,Padrão,vila togni,495.0,,,,,,1.0,,,,,,-21.78029895,-46.59762295,3.3684997191903414
160000.0,Casa,2.0,1.0,2.0,Padrão,jardim kennedy,148.0,,,,,,,,,,,,,,
980000.0,Casa,4.0,4.0,4.0,Padrão,residencial sao bernardo,280.0,,,,,,1.0,,,,,148.0,-21.7943972,-46.5939162,2.940693278027665
480000.0,Casa,3.0,2.0,3.0,Padrão,santa angela,300.0,,,,,,1.0,,,,,,,,
260000.0,Casa,2.0,1.0,2.0,Padrão,jardim sao bento,180.0,,,,,,,,,,,,-21.834612699999997,-46.572337299999994,5.1799798258797445
250000.0,Apartamento,3.0,1.0,,Padrão,centro,,84.66,300.0,,,,1.0,4.0,8.0,,,114.64,-21.7883799,-46.5661817,0.0
1200000.0,Casa,4.0,3.0,3.0,Condomínio de Chácara,alto da boa vista,,,,,,,2.0,,,,,,,,
480000.0,Apartamento,3.0,1.0,1.0,Padrão,centro,,120.0,518.0,,,1.0,1.0,2.0,4.0,,,,-21.7883799,-46.5661817,0.0
420000.0,Apartamento,3.0,1.0,1.0,Padrão,sao benedito,,125.0,130.0,,,,,,,,,,-21.8558599,-46.5716661,7.524761037575668
220000.0,Apartamento,1.0,1.0,,Padrão,centro,1550.0,46.81,250.0,,,,,10.0,3.0,,,46.0,-21.7883799,-46.5661817,0.0
350000.0,Casa,2.0,2.0,2.0,Padrão,jardim sao paulo,,,,,,,1.0,,,,,,-21.795188699999997,-46.5497736,1.8555968108262968
311850.0,Terreno,,,,Terreno em condomínio fechado,campo alegre,3300.0,,,,,,,,,,,,,,
480000.0,Casa,1.0,1.0,1.0,Padrão,dom bosco,184.0,,,,,,,,,,,,-21.7939677,-46.534471,3.3325413804590576
900000.0,Casa,3.0,1.0,1.0,Padrão,dom bosco,350.0,,,,,,,,,,,,-21.7939677,-46.534471,3.3325413804590576
290400.0,Terreno,,,,Padrão,jardim regina,968.8,,,,,,,,,,,,,,
932700.0,Terreno,,,,Padrão,jardim regina,3109.21,,,,,,,,,,,,,,
1500000.0,Terreno,,,,Padrão,jardim cascatinha,1078.31,,,,,,,,,,,,,,
180000.0,Terreno,,,,Padrão,boa esperanca ii,590.7,,,,,,,,,,,,,,
110000.0,Terreno,,,,Padrão,boa esperanca ii,288.0,,,,,,,,,,,,,,
230000.0,Terreno,,,,Padrão,boa esperanca ii,630.0,,,,,,,,,,,,,,
536000.0,Terreno,,,,Padrão,boa esperanca ii,1787.79,,,,,,,,,,,,,,
320000.0,Terreno,,,,Padrão,monte verde,1052.03,,,,,,,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
590000.0,Terreno,,,,Padrão,monte verde,1937.67,,,,,,,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
180000.0,Terreno,,,,Padrão,boa esperanca,665.1,,,,,,,,,,,,,,
130000.0,Terreno,,,,Padrão,boa esperanca,385.0,,,,,,,,,,,,,,
120000.0,Terreno,,,,Padrão,boa esperanca,373.66,,,,,,,,,,,,,,
120000.0,Terreno,,,,Padrão,boa esperanca,293.47,,,,,,,,,,,,,,
120000.0,Terreno,,,,Padrão,boa esperanca,293.47,,,,,,,,,,,,,,
320000.0,Apartamento,2.0,2.0,1.0,Padrão,nossa senhora aparecida,,60.0,1.0,1.0,,,1.0,2.0,3.0,,,,-21.7858401,-46.5545552,1.2332336990232995
150000.0,Terreno,,,,Padrão,jardim regina,381.65,,,,,,,,,,,,,,
160000.0,Terreno,,,,Padrão,jardim regina,414.81,,,,,,,,,,,,,,
170000.0,Terreno,,,,Padrão,jardim regina,479.0,,,,,,,,,,,,,,
170000.0,Terreno,,,,Padrão,jardim regina,477.4,,,,,,,,,,,,,,
150000.0,Terreno,,,,Padrão,jardim regina,352.35,,,,,,,,,,,,,,
150000.0,Terreno,,,,Padrão,jardim regina,354.55,,,,,,,,,,,,,,
210000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim ipe,,,50.0,1.0,,,1.0,2.0,3.0,,,56.97,-21.7997613,-46.547920487739646,2.27077756302452
300000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim quisisana,,70.0,150.0,,,,1.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
230000.0,Casa,2.0,2.0,2.0,Padrão,residencial santa clara,160.0,,,,,,,,,,,,-21.7882876,-46.5514186,1.5243441037943404
110000.0,Terreno,,,,Padrão,loteamento residencial tiradentes,275.0,,,,,,,,,,,,,,
450000.0,Casa,2.0,2.0,2.0,Padrão,jardim nova aparecida,300.0,,,,,,1.0,,,,,,,,
200000.0,Apartamento,2.0,1.0,1.0,Padrão,campo das aroeiras,,63.1,200.0,1.0,,,,4.0,3.0,,,35.0,,,
400000.0,Casa,2.0,1.0,,Padrão,parque pinheiros,250.0,,,,,,,,,,,40.0,,,
1700000.0,Casa,4.0,6.0,3.0,Casa em condomínio,bortolan norte i,1124.0,,774.0,,24.0,,2.0,,,,,,-21.783561600000002,-46.6283369,6.440037215861255
195000.0,Casa,3.0,1.0,1.0,Padrão,jardim vitoria,,,,,,,,,,,,,,,
330000.0,Apartamento,3.0,3.0,3.0,Padrão,sao jose,,,1.0,,,,1.0,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
270000.0,Apartamento,2.0,2.0,1.0,Padrão,residencial paineiras,,71.0,150.0,1.0,,,1.0,2.0,3.0,,,65.0,-21.794341,-46.5932858,2.875904117081828
280000.0,Apartamento,3.0,1.0,1.0,Padrão,centro,,54.0,1081.13,,24.0,,3.0,,,,0.0,,-21.7883799,-46.5661817,0.0
600000.0,Casa,3.0,2.0,1.0,Padrão,jardim ipe,250.0,,,,,,1.0,,,,,,-21.7997613,-46.547920487739646,2.27077756302452
690000.0,Apartamento,3.0,4.0,2.0,Padrão,jardim dos estados,,,680.0,1.0,24.0,2.0,1.0,4.0,8.0,,0.0,,-21.782685,-46.5596938,0.9218244817296424
720000.0,Terreno,,,,Padrão,jd ginasio,616.0,,,,,,,,,,,,,,
175000.0,Apartamento,1.0,2.0,1.0,Padrão,chacara alvorada,,70.0,30.0,1.0,,,1.0,2.0,3.0,,,,,,
1000000.0,Apartamento,3.0,4.0,2.0,Padrão,centro,,209.42,900.0,1.0,12.0,1.0,1.0,21.0,6.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
280000.0,Apartamento,3.0,1.0,1.0,Padrão,residencial morumbi,,68.75,40.0,1.0,,,1.0,2.0,2.0,,,,-21.807490100000003,-46.5797031,2.5424956557920604
650000.0,Casa,6.0,3.0,3.0,Padrão,joao pinheiro,300.0,,,,,,1.0,,,,,,-21.780140799999998,-46.6344725,7.110581833689356
550000.0,Apartamento,2.0,2.0,2.0,Padrão,centro,,76.0,590.0,,,1.0,,2.0,7.0,1.0,,,-21.7883799,-46.5661817,0.0
295000.0,Apartamento,2.0,1.0,,Padrão,funcionarios,,60.0,10.0,,,,,,,,,,-21.789315300000002,-46.5419753,2.50149710312342
280000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim vitoria,,72.98,70.0,1.0,,,1.0,,4.0,,,,,,
1150000.0,Casa,4.0,4.0,3.0,Padrão,vila bela,246.0,,,,,,2.0,,,,,,,,
420000.0,Apartamento,3.0,2.0,1.0,Padrão,centro,,142.0,230.0,,,,1.0,1.0,3.0,,,107.0,-21.7883799,-46.5661817,0.0
340000.0,Casa,3.0,1.0,1.0,Padrão,jardim ipe,250.0,,,,,,,,,,,,-21.7997613,-46.547920487739646,2.27077756302452
150000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim country club,,70.0,235.0,19.0,,,,4.0,4.0,,,,-21.78945135,-46.58977530336176,2.438972413884435
150000.0,Terreno,,,,Padrão,monte verde ii,300.0,,,,,,,,,,,,,,
390000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim quisisana,,,330.0,3.0,24.0,1.0,1.0,2.0,10.0,1.0,0.0,70.0,-21.7976825,-46.5658718,1.0348966711130358
3600000.0,Casa,3.0,1.0,2.0,Padrão,chacara sao francisco,5983.0,,,,,,1.0,,,,,,,,
1000000.0,Casa,4.0,3.0,1.0,Padrão,vila bela,330.0,,,,,,1.0,,,,,,,,
260000.0,Casa,3.0,1.0,4.0,Padrão,jardim country club,422.0,,,,,,,,,,,,-21.78945135,-46.58977530336176,2.438972413884435
320000.0,Rurais,,,,Chácara,conjunto habitacional pedro afonso junqueira,6612.5,,,,,,,,,,,,,,
375000.0,Apartamento,3.0,1.0,1.0,Padrão,nossa senhora aparecida,,110.0,95.0,,,,1.0,1.0,3.0,,,,-21.7858401,-46.5545552,1.2332336990232995
220000.0,Apartamento,1.0,1.0,,Padrão,da saude,,31.0,232.0,1.0,,1.0,,5.0,4.0,,,,-21.79136325,-46.566032178805024,0.3320924165144013
300000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim centenario,250.0,64.69,60.0,1.0,,,1.0,2.0,2.0,,0.0,,-21.805588500000002,-46.565064,1.9169854523102048
1900000.0,Casa,5.0,8.0,8.0,Padrão,jardim quisisana,1000.0,,,,,,5.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
380000.0,Apartamento,3.0,1.0,1.0,Padrão,santa angela,,100.0,70.0,1.0,,,1.0,2.0,3.0,,,,,,
310000.0,Casa,3.0,1.0,2.0,Padrão,jardim quisisana,300.0,,,,,,,,,,,,-21.7976825,-46.5658718,1.0348966711130358
273000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,96.0,120.0,,,,1.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
350000.0,Casa,2.0,1.0,3.0,Padrão,panorama,420.0,,,,,,,,,,,,-21.7855764,-46.6420777,7.8426341543587945
300000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim dos estados,,55.0,120.0,1.0,,1.0,1.0,9.0,4.0,,,,-21.782685,-46.5596938,0.9218244817296424
210000.0,Terreno,,,,Padrão,jardim quisisana,600.0,,,,,,,,,,,,-21.7976825,-46.5658718,1.0348966711130358
230000.0,Terreno,,,,Padrão,jardim sao bento,657.17,,,,,,,,,,,,-21.834612699999997,-46.572337299999994,5.1799798258797445
350000.0,Casa,3.0,3.0,2.0,Padrão,jardim sao bento,250.0,,,,,,1.0,,,,,,-21.834612699999997,-46.572337299999994,5.1799798258797445
1300000.0,Apartamento,3.0,4.0,2.0,Padrão,sao benedito,,144.0,800.0,1.0,24.0,2.0,3.0,2.0,15.0,1.0,0.0,,-21.8558599,-46.5716661,7.524761037575668
280000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,,250.0,1.0,,1.0,,6.0,4.0,,,85.0,-21.782685,-46.5596938,0.9218244817296424
850000.0,Casa,3.0,2.0,2.0,Padrão,jardim dos estados,318.0,,,,,,1.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
2000000.0,Comercial,,3.0,4.0,Galpão,augusto de almeida,,400.0,,,,,,,,,,,,,
260000.0,Apartamento,1.0,1.0,1.0,Padrão,jardim quisisana,,55.0,150.0,,,,1.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
450000.0,Casa,3.0,2.0,3.0,Padrão,jardim quisisana,425.0,,,,,,,,,,,,-21.7976825,-46.5658718,1.0348966711130358
630000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim dos estados,,122.84,500.0,1.0,24.0,1.0,1.0,2.0,10.0,1.0,0.0,166.89,-21.782685,-46.5596938,0.9218244817296424
1690000.0,Casa,5.0,8.0,6.0,Padrão,jardim europa,665.34,,,,,,4.0,,,,,,-21.799013000000002,-46.5860975,2.371946732205542
250000.0,Terreno,,,,Padrão,jardim santa augusta,300.0,,,,,,,,,,,,-21.823204399999998,-46.5586103,3.9504129172971294
150000.0,Terreno,,,,Padrão,estancia sao jose,247.0,,,,,,,,,,,,-21.8002227,-46.517062599999996,5.239582340023408
220000.0,Casa,2.0,1.0,2.0,Padrão,jardim sao bento,180.0,,,,,,,,,,,45.0,-21.834612699999997,-46.572337299999994,5.1799798258797445
250000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim quisisana,,77.0,255.0,12.0,,,,,,,,,-21.7976825,-46.5658718,1.0348966711130358
530000.0,Casa,3.0,2.0,2.0,Padrão,jardim country club,455.0,,,,,,1.0,,,,,,-21.78945135,-46.58977530336176,2.438972413884435
150000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim vitoria,,,250.0,4.0,,,,4.0,4.0,,,,,,
300000.0,Apartamento,2.0,2.0,1.0,Padrão,santa angela,312.0,,100.0,,,,1.0,,,,,60.0,,,
230000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim quisisana,,80.77,215.0,1.0,,,1.0,2.0,3.0,,,70.0,-21.7976825,-46.5658718,1.0348966711130358
750000.0,Apartamento,3.0,3.0,2.0,Padrão,centro,,,550.0,,,,1.0,,,,,164.17,-21.7883799,-46.5661817,0.0
250000.0,Casa,2.0,1.0,1.0,Padrão,jardim cascatinha,364.0,,,,,,,,,,,,,,
450000.0,Apartamento,3.0,2.0,2.0,Padrão,santa angela,,119.0,120.0,,,,1.0,2.0,3.0,,,,,,
1900000.0,Casa,1.0,5.0,4.0,Padrão,jardim dos estados,400.0,,,,,,2.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
1300000.0,Apartamento,3.0,3.0,2.0,Padrão,centro,,253.0,750.0,1.0,24.0,1.0,1.0,2.0,12.0,1.0,0.0,260.0,-21.7883799,-46.5661817,0.0
350000.0,Terreno,,,,Padrão,chacaras pocos de caldas,1200.0,,,,,,,,,,,,,,
245000.0,Apartamento,3.0,1.0,2.0,Padrão,jardim quisisana,,,15.0,1.0,,,,2.0,4.0,,,,-21.7976825,-46.5658718,1.0348966711130358
220000.0,Apartamento,2.0,1.0,1.0,Padrão,santa maria,,103.9,,,,,,,,,,,,,
1500000.0,Apartamento,4.0,2.0,2.0,Padrão,centro,,280.0,1250.0,1.0,24.0,1.0,2.0,1.0,11.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
600000.0,Apartamento,2.0,1.0,1.0,Padrão,centro,,97.07,350.0,1.0,,1.0,1.0,4.0,10.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
150000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim sao jorge,,52.0,135.0,10.0,12.0,,,4.0,4.0,,,,-21.804092,-46.5629957,1.7778021809445022
300000.0,Apartamento,3.0,2.0,,Padrão,centro,,75.0,342.98,2.0,24.0,2.0,1.0,,,,,,-21.7883799,-46.5661817,0.0
480000.0,Casa,3.0,3.0,4.0,Padrão,loteamento residencial tiradentes,300.0,,,,,,1.0,,,,,,,,
100000.0,Terreno,,,,Padrão,jardim santa augusta,284.0,,,,,,,,,,,,-21.823204399999998,-46.5586103,3.9504129172971294
130000.0,Apartamento,2.0,1.0,1.0,Padrão,conjunto habitacional pedro afonso junqueira,,48.0,170.0,15.0,24.0,,,4.0,3.0,,,,,,
690000.0,Casa,3.0,3.0,1.0,Padrão,jardim dos estados,313.0,,,,,,1.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
410000.0,Apartamento,3.0,3.0,1.0,Padrão,vila nova,,,400.0,2.0,24.0,1.0,1.0,4.0,9.0,1.0,0.0,,-21.78696015,-46.554422613701924,1.2243672096627178
280000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim centenario,,92.0,120.0,,,,1.0,3.0,4.0,,,,-21.805588500000002,-46.565064,1.9169854523102048
330000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim dos estados,,60.0,100.0,1.0,,1.0,1.0,9.0,4.0,,,,-21.782685,-46.5596938,0.9218244817296424
750000.0,Apartamento,3.0,2.0,2.0,Padrão,centro,,148.7,350.0,,12.0,1.0,1.0,4.0,7.0,,0.0,86.0,-21.7883799,-46.5661817,0.0
410000.0,Casa,2.0,2.0,1.0,Padrão,jardim cascatinha,212.0,,,,,,,,,,,,,,
900000.0,Casa,2.0,1.0,,Padrão,sao benedito,180.0,,,,,,1.0,,,,,,-21.8558599,-46.5716661,7.524761037575668
650000.0,Comercial,,2.0,1.0,Sala Comercial,centro,,100.0,300.0,,,,,,,,,,-21.7883799,-46.5661817,0.0
250000.0,Apartamento,2.0,2.0,1.0,Padrão,monte verde ii,,65.87,150.0,,,,,,,,,,,,
2500000.0,Comercial,,6.0,,Padrão,centro,,350.0,,,,,,,,,,,-21.7883799,-46.5661817,0.0
1850000.0,Rurais,,,,Chácara,chacara santa cruz,163000.0,,,,,,,,,,,,,,
940000.0,Apartamento,3.0,3.0,1.0,Padrão,centro,,127.0,300.0,1.0,,1.0,1.0,3.0,11.0,2.0,,,-21.7883799,-46.5661817,0.0
830000.0,Casa,3.0,3.0,3.0,Padrão,jardim quisisana,420.0,,,,,,3.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
210000.0,Apartamento,2.0,1.0,1.0,Padrão,centro,,,325.0,,,,,10.0,3.0,,,48.0,-21.7883799,-46.5661817,0.0
180000.0,Comercial,,2.0,,Padrão,jardim itamaraty v,,90.0,,,,,,,,,,,,,
180000.0,Casa,2.0,1.0,,Padrão,parque sao sebastiao,160.0,,,,,,,,,,,,-21.857558100000002,-46.5663645,7.69228801894392
590000.0,Terreno,,,,Padrão,marco divisorio,13030.0,,,,,,,,,,,,,,
190000.0,Casa,2.0,2.0,3.0,Padrão,jardim kennedy,120.0,,,,,,,,,,,,,,
180000.0,Casa,2.0,2.0,3.0,Padrão,jardim kennedy,120.0,,,,,,,,,,,,,,
890000.0,Casa,4.0,3.0,2.0,Padrão,jardim dos estados,432.0,,,,,,1.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
2000000.0,Casa,1.0,2.0,3.0,Padrão,centro,260.0,,,,,,,,,,,,-21.7883799,-46.5661817,0.0
990000.0,Comercial,4.0,4.0,2.0,Casa p/ fins comerciais,jardim sao bento,300.0,,,,,,4.0,,,,,,-21.834612699999997,-46.572337299999994,5.1799798258797445
580000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim esmeralda,,100.0,260.0,2.0,,1.0,2.0,2.0,5.0,,0.0,,,,
140000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim sao jorge,9731.0,52.0,135.0,10.0,12.0,,,4.0,4.0,,,,-21.804092,-46.5629957,1.7778021809445022
200000.0,Terreno,,,,Padrão,santa angela,300.0,,,,,,,,,,,,,,
